anime_id,Name,Genres,prediction
On the day of moving into his new home,Yuuichi starts unpacking the boxes and stumbles upon a red headband that no one seems to recognize. This is one of the first clues that will make Yuuichi take a stroll through the snow-covered town and make him start recalling fragments of his past,13.0,0
145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance",1
At last,on the midterm exams,leading her to question her deceptive lifestyle. When Souichirou confesses his love to Yukino,0
146,Kono Minikuku mo Utsukushii Sekai,"Comedy, Drama, Romance, Sci-Fi, Ecchi",1
"(Source: ANN)\"",TV,Finished Airing,0
147,Kimi ga Nozomu Eien,"Drama, Romance",1
One of them is sent to an unenviable fate,lying dormant in a coma. Three years later,14.0,0
148,Kita e.: Diamond Dust Drops,"Drama, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
149,Loveless,"Action, Boys Love, Drama, Mystery, Supernatural",1
Ritsuka Aoyagi is a 12-year-old boy,who for some unknown reason suffers from amnesia. His brother got killed recently,and that Agatsuma has inherited Ritsuga now that his brother is gone. Together,0
150,Blood+,"Action, Drama, Horror, Mystery, Supernatural",1
However,Saya's forgotten past quickly comes back to haunt her—one night,using her own blood as a catalyst.,0
Saya then learns of an organization named Red Shield,"founded for the sole purpose of defeating the hellish beasts. Now Saya and Haji must work together with Red Shield to fight these fearsome monsters and unlock the secrets to the girl's past.\"",fall 2005,0
151,Re: Cutey Honey,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",1
The energetic Inspector Natsuko Aki does her absolute best to apprehend the members of Panther Claw and bring them to justice,but they are simply too much for the police to handle. The only one who can give these criminals a run for their money is the sexy warrior of love and justice,,0
Overtime,Honey grows more fearful of her burning desire for revenge; meanwhile,OVA,0
152,Solty Rei,"Action, Sci-Fi",1
Solty,an android who has lost her memory,,0
"(Source: ANN)\"",TV,Finished Airing,0
153,Juuni Kokuki,"Action, Adventure, Fantasy",1
But on an otherwise ordinary day,a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man,but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately,0
154,Shaman King,"Action, Adventure, Comedy, Supernatural",1
During a late night walk,Manta Oyamada runs into his classmate,to Manta's horror,0
Soon Manta uncovers more about the world of spirits,including the Shaman Fight,"Jul 4, 2001 to Sep 25, 2002",0
155,X/1999,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",1
"(Source: AnimeNfo)\"",Movie,Finished Airing,0
156,X,"Action, Drama, Fantasy, Romance",1
Following his mother's last wish,Kamui returns to Tokyo after six years of self-imposed exile. There,a mysterious person manages to obtain the sword instead.,0
Believing Kamui to be the man in her prophecy,Hinoto sends the Dragons of Heaven after him to rally him to their cause. Although Kamui first rejects his destiny,"Oct 3, 2001 to Mar 27, 2002",0
157,Mahou Sensei Negima!,"Comedy, Fantasy, Romance, Supernatural, Ecchi",1
(Source: ANN,"edited)\"",winter 2005,0
158,Maria-sama ga Miteru,"Drama, Girls Love",1
The entire campus is abuzz with rumors about the two of them,but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko,,0
"(Source: RightStuf)\"",TV,Finished Airing,0
159,Boukyaku no Senritsu,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",1
"(Source: ANN)\"",TV,Finished Airing,0
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Sci-Fi",0
However,his hopes are crushed when a woman,tries to save his new friend from her kidnappers and is transported to a desert world,0
Ima,Soko ni Iru Boku is the haunting story of a dystopian world,"and the horrors of war in order to save the lonely girl he found sitting atop a smokestack.\"",0
161,Peace Maker Kurogane,"Action, Comedy",1
162,Pita Ten,"Comedy, Fantasy, Romance",1
163,Power Stone,"Adventure, Comedy, Fantasy",0
Based upon the Dreamcast game,POWERSTONE tries to entertain us with the story behind the game's premise. The plot begins with our hero,,0
"(Source: AniDB)\"",TV,Finished Airing,0
164,Mononoke Hime,"Action, Adventure, Award Winning, Fantasy",1
165,RahXephon,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi",1
Unable to process the revelation,"Ayato panics and flees. He runs into his classmate Reika Mishima who leads him to a place called \"\"The Shrine of Xephon\"\" where a large egg slumbers. She starts to sing and an unknown power awakens within Ayato",,0
Caught between the crosshairs of the Mulians and TERRA,Ayato begins to question his purpose,"Jan 21, 2002 to Sep 11, 2002",0
166,Samurai 7,Sci-Fi,0
Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri),the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess,and a heartbroken villager,0
"Samurai 7 is based loosely upon Kurosawa Akira's famous movie \"\"Seven Samurai\"\"/\"\"Shichinin no Samurai\"\"\"",TV,Finished Airing,0
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Sci-Fi",1
Plagued by threats from the church,the nobility and even the common people,"becomes more and more apparent as the princess' 16th birthday fast approaches.\"",0
168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Supernatural",1
170,Slam Dunk,Sports,1
One day,a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her,but overshoots,0
171,Strange Dawn,"Adventure, Drama, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
173,Tactics,"Mystery, Supernatural",1
174,Tenjou Tenge,"Action, Comedy, Ecchi",1
As a result,Souichiro's aspirations to become top dog are cut short when he runs afoul of Masataka Takayanagi and Maya Natsume. The two upperclassmen easily stop the freshmen duo's rampage across school,24.0,0
175,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",1
"(Source: ANN)\"",OVA,Finished Airing,0
177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Romance",1
178,Ultra Maniac,"Comedy, Romance",1
Unfortunately,Nina's ineptitude with magic and her habit of meddling in Ayu's personal life cause nothing but trouble for the two of them as Ayu toils to maintain her good reputation and Nina struggles to hide her secret from the discerning eye of Hiroki Tsujiai,26.0,0
179,Ultra Maniac OVA,"Comedy, Romance",1
After returning the item to Nina Sakura,a girl who was searching for a lost item earlier,Ayu is approached by Nina,0
180,Vandread,"Action, Sci-Fi, Ecchi",1
Hibiki Tokai,a male third-class laborer from Taraak,they created a giant wormhole,0
181,Vandread: The Second Stage,"Action, Sci-Fi, Ecchi",1
"(Source: AnimeNfo)\"",TV,Finished Airing,0
182,Tenkuu no Escaflowne,"Adventure, Fantasy, Romance",1
In this new land,Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia,Hitomi and Van encounter a handsome Asturian knight named Allen Schezar,0
183,Whistle!,Sports,1
"(Source: ANN)\"",TV,Finished Airing,0
184,Xenosaga The Animation,"Action, Sci-Fi",1
"(Source: Anime-Planet)\"",TV,Finished Airing,0
185,Initial D First Stage,"Action, Drama",1
One night,the Akagi Red Suns,the Red Suns plan to conquer every racing course in Kanto,0
186,Initial D Second Stage,"Action, Drama",1
Will Takumi be able to keep his perfect track record intact against the highly skilled and mechanically superior Emperor team,"or does his hot streak end here?\"",fall 1999,0
187,Initial D Third Stage,"Action, Drama, Romance",1
Does the young street racer have what it takes to become a professional? Perhaps Ryousuke and the RedSuns can help him reevaluate his own doubts and misconceptions concerning street racing. However,first and foremost,"Jan 13, 2001",0
188,Gosenzo San'e,"Comedy, Mystery, Supernatural, Hentai",1
"(Source: ANN)\"",OVA,Finished Airing,0
189,Love Hina,"Comedy, Romance, Ecchi",1
190,Love Hina Again,"Comedy, Drama, Romance, Ecchi",1
191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance",1
The Winter has begun in Hinata. X-mas is coming up. There are rumors about this special christmas eve: If someone is going to confess his love on this christmas eve,any wish will come true. Keitaro decides to confess his love to Naru. But he isn't the only one confessing on this christmas eve...,,0
"(Source: ANN)\"",Special,Finished Airing,0
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",1
The Toudai entrance exams have finally come (again) for Keitaro. With all his confidence Keitaro sits for the paper,but ends up falling asleep and dreaming about Narusegawa. Waking up with barely any time to complete the paper,,0
"(Source: ANN)\"",Special,Finished Airing,0
193,Maburaho,"Comedy, Drama, Romance, Ecchi",1
Having the lowest magic count in Aoi Academy,Kazuki Shikimori is looked down upon by his classmates and seen as a nearly worthless magician. However,a transfer student who declares herself his wife upon arrival,0
Now he has to deal with not only the jealousy of all the guys in his school,"but also various women chasing after him!\"",fall 2003,0
194,Macross Zero,"Action, Adventure, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
195,Onegai☆Teacher,"Drama, Romance, Sci-Fi",1
Together,the newlyweds must keep their marriage a secret,12.0,0
196,Onegai☆Twins,"Comedy, Drama, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
197,Rizelmine,"Comedy, Romance, Sci-Fi, Ecchi",1
198,Speed Grapher,"Action, Mystery",1
199,Sen to Chihiro no Kamikakushi,"Adventure, Award Winning, Supernatural",1
Vivid and intriguing,"Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.\"",UNKNOWN,0
200,Tenshi na Konamaiki,"Comedy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
201,Video Girl Ai,"Comedy, Drama, Romance, Ecchi",0
Video Girl Ai follows the daily life of a teenage boy and his pursuit of a fulfilling romance. With the help of his virtual guardian angel,"Youta sets forth to find the girl of his dreams.\"",UNKNOWN,0
202,Wolf's Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",1
A lone wolf named Kiba finds himself drawn by an intoxicating scent to Freeze City,an impoverished town under the rule of the callous Lord Orkham. Here,"\"\" said to be the key to opening the door to their ideal world",0
203,Words Worth,"Adventure, Fantasy, Hentai",0
Astral,the undisciplined heir to the throne of the Shadow Forces,feels her body drawn toward Caesar,0
Sharon battles alongside Caesar during an assault by the Light Forces,and her ferocious beauty captivates Sir Fabris,if necessary.,0
Meanwhile,Astral takes his sexual frustrations out on Maria,,0
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
204,Yumeria,"Action, Comedy, Ecchi",1
"(Source: ANN)\"",TV,Finished Airing,0
205,Samurai Champloo,"Action, Adventure, Comedy",1
For their crime,the two samurai are captured and set to be executed. However,the two eventually agree to assist the girl in her quest; thus,0
Set in an alternate Edo Period of Japan,Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action,TV,0
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
207,Lodoss-tou Senki,"Action, Adventure, Fantasy",1
"(Source: ANN)\"",OVA,Finished Airing,0
208,R.O.D: Read or Die,"Action, Adventure, Mystery, Sci-Fi",1
"(Source: RightStuf)\"",OVA,Finished Airing,0
209,R.O.D: The TV,"Action, Adventure, Comedy, Drama, Sci-Fi",1
This is a dream come true for bookworms Maggie and Michelle who love Nenene's stories,but the young Anita cannot stand books despite her powers over paper. The three struggle to adapt to their new daily life in Japan,the more they discover the link between her,0
